InterPro	InterPro_Desc	Count
IPR007319	Small-subunit processome, Utp21	1
IPR007320	Programmed cell death protein 2, C-terminal	1
IPR007325	Kynurenine formamidase/cyclase-like	1
IPR007330	MIT domain	1
IPR007342	Pseudouridine-5'-phosphate glycosidase	1
IPR007356	tRNA (guanine-N1-)-methyltransferase, eukaryotic	1
IPR007371	Thiamin pyrophosphokinase, catalytic domain	1
IPR007373	Thiamin pyrophosphokinase, thiamin-binding domain	1
IPR007378	Tic22-like	1
IPR007397	F-box associated (FBA) domain	1
IPR007402	Protein of unknown function DUF455	1
IPR007434	Peptidogalycan biosysnthesis/recognition	1
IPR007452	Translocation and assembly module TamB	1
IPR007462	Protein CONTINUOUS VASCULAR RING 1-like	1
IPR007471	N-end aminoacyl transferase, N-terminal	1
IPR007472	N-end rule aminoacyl transferase, C-terminal	1
IPR007512	MICOS complex subunit Mic10	1
IPR007513	Small EDRK-rich factor-like, N-terminal	1
IPR007516	Coenzyme F420 hydrogenase/dehydrogenase beta subunit, N-terminal	1
IPR007518	MINDY deubiquitinase	1
IPR007523	NDUFAF3/Mth938 domain-containing protein	1
IPR007525	Coenzyme F420 hydrogenase/dehydrogenase beta subunit, C-terminal	1
IPR007528	RINT-1/Tip20	1
IPR007533	Cytochrome c oxidase assembly protein CtaG/Cox11	1
IPR007537	tRNAHis guanylyltransferase Thg1	1
IPR007582	TFIID subunit TAF5, NTD2 domain	1
IPR007594	RFT1	1
IPR007638	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2	1
IPR007639	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal	1
IPR007653	Signal peptidase complex subunit 3	1
IPR007676	Ribophorin I	1
IPR007681	Ran-interacting Mog1 protein	1
IPR007694	DNA helicase, DnaB-like, C-terminal	1
IPR007699	SGS domain	1
IPR007701	Interferon-related developmental regulator, N-terminal	1
IPR007702	Janus	1
IPR007708	Lariat debranching enzyme, C-terminal	1
IPR007714	CFA20 domain	1
IPR007715	Ubiquinone biosynthesis protein Coq4	1
IPR007717	Nuclear pore localisation protein NPL4, C-terminal	1
IPR007718	Srp40, C-terminal	1
IPR007719	Phytochelatin synthase, N-terminal catalytic domain	1
IPR007722	mRNA decapping protein 2, Box A domain	1
IPR007726	SS18, N-terminal	1
IPR007743	Immunity-related GTPases-like	1
IPR007745	Cytochrome c oxidase copper chaperone	1
IPR007747	Menin	1
IPR007751	Domain of unknown function DUF676, lipase-like	1
IPR007758	Nucleoporin, NSP1-like, C-terminal	1
IPR007770	Protein DMP	1
IPR007781	Alpha-N-acetylglucosaminidase	1
IPR007783	Eukaryotic translation initiation factor 3 subunit D	1
IPR007785	Anamorsin	1
IPR007788	Glutaminyl-peptide cyclotransferase	1
IPR007807	Helicase domain	1
IPR007808	Transcription elongation factor 1	1
IPR007810	Pep3/Vps18/deep orange, beta-propeller domain	1
IPR007811	DNA-directed RNA polymerase III subunit RPC4	1
IPR007815	Erythromycin esterase	1
IPR007816	ResB-like domain	1
IPR007822	Lanthionine synthetase C-like	1
IPR007823	Ribosomal RNA processing protein 8	1
IPR007828	Inositol oxygenase	1
IPR007832	RNA polymerase Rpc34	1
IPR007846	RNA-recognition motif (RRM) Nup35-type domain	1
IPR007849	ATPase assembly factor ATP10	1
IPR007852	Cdc73/Parafibromin	1
IPR007854	Pre-mRNA polyadenylation factor Fip1 domain	1
IPR007855	RNA-dependent RNA polymerase, eukaryotic-type	1
IPR007857	Protein arginine N-methyltransferase PRMT5	1
IPR007859	ETF-QO/FixX, C-terminal domain	1
IPR007862	Adenylate kinase, active site lid domain	1
IPR007866	TRIC channel	1
IPR007871	Methyltransferase TRM13	1
IPR007873	Glycosyltransferase, ALG3	1
IPR007881	UNC-50	1
IPR007900	Transcription initiation factor TFIID component TAF4, C-terminal	1
IPR007905	Emopamil-binding protein	1
IPR007914	Uncharacterised protein family UPF0193	1
IPR007946	A1 cistron-splicing factor, AAR2	1
IPR007955	Bystin	1
IPR007956	Malonyl-CoA decarboxylase, C-terminal	1
IPR007991	RNA polymerase I specific transcription initiation factor RRN3	1
IPR007992	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, CybS	1
IPR008010	Tapt1 family	1
IPR008012	Proteasome maturation factor Ump1	1
IPR008027	Cytochrome b-c1 complex subunit 9	1
IPR008045	DNA replication licensing factor Mcm2	1
IPR008046	DNA replication licensing factor Mcm3	1
IPR008047	Mini-chromosome maintenance complex protein 4	1
IPR008048	DNA replication licensing factor Mcm5	1
IPR008049	DNA replication licensing factor Mcm6	1
IPR008050	DNA replication licensing factor Mcm7	1
IPR008076	Cyanate hydratase	1
IPR008081	Cytoplasmic FMR1-interacting	1
IPR008111	RNA-binding motif protein 8	1
IPR008139	Saposin B type domain	1
IPR008144	Guanylate kinase-like domain	1
IPR008148	DNA photolyase class 2	1
IPR008153	Gamma-adaptin ear (GAE) domain	1
IPR008168	Cytochrome c, class IC	1
IPR008179	Phosphoribosyl-ATP pyrophosphohydrolase	1
IPR008181	Deoxyuridine triphosphate nucleotidohydrolase	1
IPR008189	rRNA small subunit methyltransferase I	1
IPR008195	Large ribosomal subunit protein eL34	1
IPR008210	Phosphoenolpyruvate carboxykinase, N-terminal	1
IPR008218	ATPase, V1 complex, subunit F	1
IPR008220	Homoserine/serine acetyltransferase MetX-like	1
IPR008238	Chorismate mutase, AroQ class, eukaryotic type	1
IPR008259	FMN-dependent alpha-hydroxy acid dehydrogenase, active site	1
IPR008268	Peptidase S16, active site	1
IPR008269	Peptidase S16, Lon proteolytic domain	1
IPR008283	Peptidase M17, leucyl aminopeptidase, N-terminal	1
IPR008286	Orn/Lys/Arg decarboxylase, C-terminal	1
IPR008290	Phosphatidylinositol 3-kinase, Vps34 type	1
IPR008313	Metal-independent alpha-mannosidase	1
IPR008336	DNA topoisomerase I, DNA binding, eukaryotic-type	1
IPR008381	Succinate dehydrogenase assembly factor 3, mitochondrial	1
IPR008384	Actin-related protein 2/3 complex subunit 4	1
IPR008386	ATP synthase, F0 complex, subunit E, mitochondrial	1
IPR008389	ATPase, V0 complex, subunit e1/e2	1
IPR008391	Acetyl xylan esterase domain	1
IPR008406	Dormancy/auxin associated protein	1
IPR008409	Pre-mRNA-splicing factor SPF27	1
IPR008417	B-cell receptor-associated protein 29/31	1
IPR008429	Cleft lip and palate transmembrane 1	1
IPR008434	Magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase	1
IPR008441	AfumC-like glycosyltransferase	1
IPR008470	Uncharacterised protein family Ycf33	1
IPR008491	CDK5 regulatory subunit-associated protein 3	1
IPR008493	Hikeshi-like, N-terminal domain	1
IPR008496	TMEM222/RTE1	1
IPR008501	THO complex subunit 7/Mft1	1
IPR008504	ER membrane protein complex subunit 6	1
IPR008506	SRP-independent targeting protein 2/TMEM208	1
IPR008507	Protein of unknown function DUF789	1
IPR008528	Protein unc-13 homologue	1
IPR008533	Protein of unknown function DUF815	1
IPR008551	Transport and Golgi organisation protein 2	1
IPR008554	Glutaredoxin-like	1
IPR008557	Alkaline phosphatase PhoX	1
IPR008559	Calcium load-activated calcium channel	1
IPR008560	Protein of unknown function DUF842, eukaryotic	1
IPR008564	Golgi apparatus membrane protein TVP23-like	1
IPR008568	ER membrane protein complex subunit 3	1
IPR008570	ESCRT-II complex, Vps25 subunit	1
IPR008576	Alpha-N-methyltransferase NTM1	1
IPR008579	(S)-ureidoglycine aminohydrolase, cupin domain	1
IPR008584	CXXC motif containing zinc binding protein, eukaryotic	1
IPR008591	GINS complex subunit Sld5	1
IPR008594	Scavenger mRNA decapping enzyme DcpS/DCS2	1
IPR008610	Eukaryotic rRNA processing	1
IPR008629	GUN4-like	1
IPR008637	HR-like lesion-inducer	1
IPR008658	Kinesin-associated protein 3	1
IPR008672	Spindle assembly checkpoint component Mad1	1
IPR008676	MRG	1
IPR008685	Centromere protein Mis12	1
IPR008688	ATP synthase, F0 complex, subunit B/MI25	1
IPR008689	ATP synthase, F0 complex, subunit D, mitochondrial	1
IPR008698	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7, NDUB7	1
IPR008709	Neurochondrin	1
IPR008710	Nicastrin	1
IPR008728	Elongator complex protein 4	1
IPR008778	Pirin, C-terminal domain	1
IPR008797	Oxygen-evolving enhancer protein 3	1
IPR008803	RHD3/Sey1	1
IPR008806	RNA polymerase III Rpc82, C -terminal	1
IPR008814	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1	1
IPR008826	Selenium-binding protein	1
IPR008829	SepSecS/SepCysS family	1
IPR008831	Mediator complex, subunit Med31	1
IPR008833	Surfeit locus protein 2	1
IPR008851	Transcription initiation factor IIF, alpha subunit	1
IPR008854	TPMT family	1
IPR008862	T-complex 11	1
IPR008880	Trigger factor, C-terminal	1
IPR008881	Trigger factor, ribosome-binding, bacterial	1
IPR008883	Ubiquitin E2 variant, N-terminal	1
IPR008884	Macrocin-O-methyltransferase	1
IPR008905	Eukaryotic translation initiation factor 3 subunit C, N-terminal domain	1
IPR008909	DALR anticodon binding	1
IPR008925	Aminoacyl-tRNA synthetase, class I, anticodon-binding superfamily	1
IPR008926	Ribonucleotide reductase R1 subunit, N-terminal	1
IPR008969	Carboxypeptidase-like, regulatory domain superfamily	1
IPR008995	Molybdate/tungstate binding, C-terminal	1
IPR009016	Iron hydrogenase	1
IPR009049	Argininosuccinate lyase	1
IPR009067	TAFII-230 TBP-binding	1
IPR009073	Co-chaperone HscB, C-terminal oligomerisation domain	1
IPR009076	FKBP12-rapamycin binding domain	1
IPR009145	U2 auxiliary factor small subunit	1
IPR009163	Ap4A phosphorylase 1/2	1
IPR009169	Calreticulin	1
IPR009212	Methylthioribose kinase	1
IPR009244	Mediator complex, subunit Med7	1
IPR009249	Ferredoxin-dependent bilin reductase	1
IPR009269	NF-kappa-B-activating protein, C-terminal	1
IPR009286	Inositol-pentakisphosphate 2-kinase	1
IPR009287	Transcription initiation Spt4	1
IPR009288	Gamma-glutamylcyclotransferase, AIG2-like domain	1
IPR009292	rRNA biogenesis protein RRP36	1
IPR009294	Gamma-secretase subunit Aph-1	1
IPR009297	Protein of unknown function DUF952	1
IPR009316	COG complex component, COG2	1
IPR009346	GRIM-19	1
IPR009360	Pre-mRNA-splicing factor Isy1	1
IPR009374	Eukaryotic translation initiation factor 3 subunit K	1
IPR009378	Condensin II complex subunit H2, N-terminal	1
IPR009388	Photosystem II PsbY	1
IPR009395	Biogenesis of lysosome-related organelles complex 1 subunit 1	1
IPR009400	TFIIH subunit TTDA/Tfb5	1
IPR009439	Red chlorophyll catabolite reductase	1
IPR009445	ER membrane protein complex subunit 4	1
IPR009448	UDP-glucose:Glycoprotein Glucosyltransferase	1
IPR009453	IMP-specific 5-nucleotidase	1
IPR009457	THH1/TOM1/TOM3 domain	1
IPR009472	Tab2-like	1
IPR009511	Mad1/Cdc20-bound-Mad2 binding protein	1
IPR009515	Protein of unknown function DUF1138	1
IPR009518	Photosystem II PsbX	1
IPR009542	Signal peptidase complex subunit 1	1
IPR009548	PRKR-interacting protein 1	1
IPR009563	Sjoegren syndrome/scleroderma autoantigen 1	1
IPR009582	Signal peptidase complex subunit 2	1
IPR009604	LsmAD domain	1
IPR009617	Seipin family	1
IPR009631	CGLD27-like	1
IPR009643	Heat shock factor binding 1	1
IPR009651	Putative methionine gamma-lyase	1
IPR009668	RNA polymerase I associated factor, A49-like	1
IPR009674	DNA-directed RNA polymerase I subunit RPA2, domain 4	1
IPR009675	TPX2	1
IPR009686	Senescence/spartin-associated, C-terminal	1
IPR009695	Diacylglycerol glucosyltransferase, N-terminal	1
IPR009719	GBF-interacting protein 1, N-terminal	1
IPR009723	Pop1, N-terminal	1
IPR009724	TMEM70 family	1
IPR009730	Micro-fibrillar-associated protein 1, C-terminal	1
IPR009737	Thioredoxin-like ferredoxin	1
IPR009738	BAT2, N-terminal	1
IPR009741	Protein EARLY FLOWERING 4 domain	1
IPR009755	Regulator of MON1-CCZ1 complex, C-terminal	1
IPR009768	Microtubule-associated protein 70	1
IPR009771	Ribosome control protein 1	1
IPR009772	Cell division cycle protein 123	1
IPR009783	Protein of unknown function DUF1348	1
IPR009787	Protein jagunal	1
IPR009790	Transmembrane protein 106	1
IPR009818	PAM2 motif	1
IPR009829	Spindle and kinetochore-associated protein 1	1
IPR009846	Splicing factor 3B subunit 5/RDS3 complex subunit 10	1
IPR009851	Modifier of rudimentary, Modr	1
IPR009852	Centromere protein J, C-terminal domain	1
IPR009915	NnrU domain	1
IPR009917	SRA1/Sec31	1
IPR009976	Exocyst complex component Sec10-like	1
IPR010004	Uncharacterised protein family Ycf66	1
IPR010021	Phosphatidylglycerophosphate phosphatase	1
IPR010029	Galactonolactone dehydrogenase	1
IPR010033	HAD-superfamily phosphatase, subfamily IIIC	1
IPR010038	MoaD, archaeal-type	1
IPR010061	Methylmalonate-semialdehyde dehydrogenase	1
IPR010073	Phosphoribosylformylglycinamidine synthase PurL	1
IPR010084	Beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ	1
IPR010086	Flavodoxin, long chain	1
IPR010095	Cas12f1-like, TNB domain	1
IPR010096	NAD(P)H-quinone oxidoreductase, subunit N/subunit 2	1
IPR010099	Epimerase family protein SDR39U1	1
IPR010102	Succinate semialdehyde dehydrogenase	1
IPR010109	Citrate synthase, eukaryotic-type	1
IPR010111	Kynureninase	1
IPR010122	Hydroxymethylglutaryl-CoA synthase, eukaryotic	1
IPR010139	Imidazole glycerol phosphate synthase, subunit H	1
IPR010164	Ornithine aminotransferase	1
IPR010196	o-Succinylbenzoate synthase, MenC type1	1
IPR010198	1,4-Dihydroxy-2-naphthoyl-CoA synthase, MenB	1
IPR010218	NADH dehydrogenase, subunit C	1
IPR010223	ATP binding protein MinD	1
IPR010226	NADH-quinone oxidoreductase, chain I	1
IPR010227	NADH-quinone oxidoreductase, chain M/4	1
IPR010228	NADH:ubiquinone oxidoreductase, subunit G	1
IPR010229	Peptidase M38, beta-aspartyl dipeptidase	1
IPR010230	FeS cluster assembly SUF system, ATPase SufC	1
IPR010231	SUF system FeS cluster assembly, SufB	1
IPR010233	Ubiquinone biosynthesis O-methyltransferase	1
IPR010237	Pyrimidine 5-nucleotidase	1
IPR010240	Cysteine desulfurase IscS	1
IPR010243	DNA-directed RNA polymerase beta subunit, bacterial-type	1
IPR010251	Magnesium-protoporphyrin IX methyltransferase	1
IPR010253	Geranylgeranyl reductase, plant/prokaryotic	1
IPR010259	Peptidase S8 propeptide/proteinase inhibitor I9	1
IPR010286	METTL16/RlmF family	1
IPR010290	Transmembrane secretion effector	1
IPR010292	Uncharacterised protein family CreA	1
IPR010298	NYN/PIN ribonuclease, YacP-like	1
IPR010301	Ribosomal RNA processing protein 1	1
IPR010309	E3 ubiquitin ligase, domain of unknown function DUF908	1
IPR010314	E3 ubiquitin ligase, domain of unknown function DUF913	1
IPR010318	DUF917, N-terminal domain	1
IPR010323	Protein of unknown function DUF924	1
IPR010326	Exocyst complex component EXOC3/Sec6	1
IPR010334	mRNA-decapping enzyme subunit 1	1
IPR010347	Tyrosyl-DNA phosphodiesterase I	1
IPR010357	Thioredoxin domain-containing protein 17-like domain	1
IPR010358	BRCA1-A complex subunit BRE	1
IPR010376	Gamma-butyrobetaine hydroxylase-like, N-terminal	1
IPR010378	Trafficking protein particle complex subunit 13	1
IPR010405	Cofactor of BRCA1	1
IPR010422	Coiled-coil domain-containing protein 124/Oxs1	1
IPR010441	CH-like domain in sperm protein	1
IPR010448	Torsin	1
IPR010473	Formin, GTPase-binding domain	1
IPR010482	TECPR1-like, DysF domain	1
IPR010488	Zeta toxin domain	1
IPR010490	Conserved oligomeric Golgi complex subunit 6	1
IPR010491	PRP1 splicing factor, N-terminal	1
IPR010492	GINS complex, subunit Psf3	1
IPR010497	Epoxide hydrolase, N-terminal	1
IPR010505	Molybdenum cofactor biosynthesis protein A-like, twitch domain	1
IPR010513	KEN domain	1
IPR010516	Sin3 associated polypeptide p18	1
IPR010531	Zinc finger protein NOA36	1
IPR010541	Small nuclear ribonucleoprotein Prp3, C-terminal domain	1
IPR010547	Plant specific mitochondrial import receptor subunit TOM20	1
IPR010561	Protein LIN-9/Protein ALWAYS EARLY	1
IPR010580	Stress-associated endoplasmic reticulum protein	1
IPR010585	DNA repair protein XRCC4	1
IPR010613	Pescadillo	1
IPR010621	Domain of unknown function DUF1214	1
IPR010635	Heparan sulphate 6-sulfotransferase/Protein-tyrosine sulfotransferase	1
IPR010643	Helical and beta-bridge domain	1
IPR010652	Domain of unknown function DUF1232	1
IPR010655	Pre-mRNA cleavage complex subunit Clp1, C-terminal	1
IPR010663	Zinc finger, FPG/IleRS-type	1
IPR010674	Nucleolar GTP-binding protein 1, Rossman-fold domain	1
IPR010675	RNA methyltransferase bin3, C-terminal	1
IPR010678	U3 small nucleolar RNA-associated protein 25	1
IPR010679	Domain of unknown function DUF1254	1
IPR010684	RNA polymerase II transcription factor SIII, subunit A	1
IPR010686	Oil body-associated protein-like	1
IPR010708	5'(3')-deoxyribonucleotidase	1
IPR010714	Coatomer, alpha subunit, C-terminal	1
IPR010719	Methyltransferase MnmM-like	1
IPR010722	Biotin and thiamin synthesis-associated domain	1
IPR010723	HemN, C-terminal	1
IPR010729	Large ribosomal subunit protein uL29m, mitochondrial	1
IPR010736	Sperm-tail PG-rich repeat	1
IPR010742	Respirasome Complex Assembly Factor 1	1
IPR010754	Optic atrophy 3-like	1
IPR010756	Telomere length and silencing protein 1-like	1
IPR010765	Protein of unknown function DUF1350	1
IPR010770	Ecd family	1
IPR010775	Protein of unknown function DUF1365	1
IPR010776	Homologous-pairing protein 2, winged helix domain	1
IPR010795	Prenylcysteine lyase	1
IPR010820	UBA-like domain DUF1421	1
IPR010865	Protein of unknown function DUF1499	1
IPR010903	Protein of unknown function DUF1517	1
IPR010914	RsgA GTPase domain	1
IPR010929	CDR ABC transporter	1
IPR010934	NADH dehydrogenase subunit 5, C-terminal	1
IPR010940	Magnesium-protoporphyrin IX methyltransferase, C-terminal	1
IPR010953	Citrate synthase, type I	1
IPR010970	Cysteine desulfurase, SufS	1
IPR010971	Ubiquinone biosynthesis hydroxylase UbiH/COQ6	1
IPR010977	Aromatic-L-amino-acid decarboxylase	1
IPR010992	Integration host factor (IHF)-like DNA-binding domain superfamily	1
IPR010995	DNA repair Rad51/transcription factor NusA, alpha-helical	1
IPR010996	DNA polymerase beta-like, N-terminal domain	1
IPR011023	Nop2p	1
IPR011034	Formyl transferase-like, C-terminal domain superfamily	1
IPR011048	Cytochrome cd1-nitrite reductase-like, haem d1 domain superfamily	1
IPR011068	Nucleotidyltransferase, class I-like, C-terminal	1
IPR011076	Malate synthase superfamily	1
IPR011078	Pyridoxal phosphate homeostasis protein	1
IPR011082	Exosome-associated factor Rrp47/DNA strand repair C1D	1
IPR011089	GmrSD restriction endonucleases, C-terminal domain	1
IPR011107	Type 1 protein phosphatase inhibitor	1
IPR011112	Rho termination factor-like, N-terminal	1
IPR011127	D-alanine--D-alanine ligase, N-terminal domain	1
IPR011145	Scavenger mRNA decapping enzyme, N-terminal	1
IPR011146	HIT-like domain	1
IPR011183	Pyrophosphate-dependent phosphofructokinase PfpB	1
IPR011197	Uncharacterised conserved protein UCP012318	1
IPR011205	Uncharacterised conserved protein UCP015417, vWA	1
IPR011260	RNA polymerase, alpha subunit, C-terminal	1
IPR011273	Malate dehydrogenase, NADP-dependent, plants	1
IPR011274	Malate dehydrogenase, NAD-dependent, cytosolic	1
IPR011281	Succinate dehydrogenase, flavoprotein subunit	1
IPR011282	2-amino-3-ketobutyrate coenzyme A ligase	1
IPR011284	3-oxoacyl-(acyl-carrier-protein) reductase	1
IPR011294	3-hydroxybutyrate dehydrogenase	1
IPR011320	Ribonuclease H1, N-terminal	1
IPR011323	Mss4/translationally controlled tumour-associated TCTP	1
IPR011334	UDP-3-O-acyl N-acetylglucosamine deacetylase, C-terminal	1
IPR011339	Iron-sulfur cluster assembly scaffold protein IscU	1
IPR011342	Shikimate dehydrogenase	1
IPR011356	Peptidase M17, leucine aminopeptidase/peptidase B	1
IPR011383	N-lysine methyltransferase SETD6	1
IPR011387	Translation initiation factor 2A	1
IPR011400	Eukaryotic translation initiation factor 3 subunit B	1
IPR011402	Phospholipase D, plant	1
IPR011417	AP180 N-terminal homology (ANTH) domain	1
IPR011419	ATP12, ATP synthase F1-assembly protein	1
IPR011421	BCNT-C domain	1
IPR011422	BRCA1-associated 2/ETP1, RRM	1
IPR011430	U3 small nucleolar RNA-associated protein 20, N-terminal	1
IPR011442	TAF6, C-terminal HEAT repeat domain	1
IPR011488	Translation initiation factor 2, alpha subunit	1
